ad_id,total_clicks,unique_ips,unique_devices,unique_publishers,fraud_clicks,fraud_rate,attributed_clicks,conversion_rate,synthetic_clicks,synthetic_rate,ip_concentration,device_concentration,os_variety,os_diversity,unique_timestamps,timestamp_concentration,unique_ip_device_pairs,ip_device_ratio,publishers_per_click,is_ad_fraud
17,5140,3089,2,5,151,0.029377431906614786,5,0.0009727626459143969,0,0.0,0.012451361867704281,0.9496108949416342,65,0.01264591439688716,1237,0.7593385214007782,3187,1.0317254775008093,0.0009727626459143969,0
170,15,8,1,1,0,0.0,0,0.0,0,0.0,0.26666666666666666,1.0,1,0.06666666666666667,15,0.0,8,1.0,0.06666666666666667,0
172,3,3,1,1,0,0.0,1,0.3333333333333333,0,0.0,0.3333333333333333,1.0,3,1.0,3,0.0,3,1.0,0.3333333333333333,0
173,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
175,4,3,1,1,0,0.0,2,0.5,0,0.0,0.5,1.0,3,0.75,4,0.0,3,1.0,0.25,0
176,5,5,2,1,0,0.0,0,0.0,0,0.0,0.2,0.8,2,0.4,5,0.0,5,1.0,0.2,0
177,5,2,1,1,0,0.0,0,0.0,0,0.0,0.6,1.0,2,0.4,5,0.0,2,1.0,0.2,0
18,82498,19401,4,9,4457,0.0540255521345972,31,0.0003757666852529758,0,0.0,0.0048728454023127836,0.9109190525830929,85,0.001030328007951708,1313,0.9840844626536401,20808,1.0725220349466522,0.00010909355378312201,0
181,62,2,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,1,0.016129032258064516,62,0.0,2,1.0,0.016129032258064516,0
182,9,9,1,2,0,0.0,0,0.0,0,0.0,0.1111111111111111,1.0,2,0.2222222222222222,9,0.0,9,1.0,0.2222222222222222,0
183,166,7,1,1,14,0.08433734939759036,0,0.0,0,0.0,0.37349397590361444,1.0,1,0.006024096385542169,149,0.10240963855421692,7,1.0,0.006024096385542169,0
184,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
186,14,12,1,1,0,0.0,0,0.0,0,0.0,0.14285714285714285,1.0,1,0.07142857142857142,14,0.0,12,1.0,0.07142857142857142,0
188,8,6,1,1,0,0.0,0,0.0,0,0.0,0.25,1.0,5,0.625,8,0.0,6,1.0,0.125,0
19,2551,1590,194,8,136,0.053312426499411994,471,0.18463347706781655,0,0.0,0.007840062720501764,0.7440219521756174,12,0.004704037632301058,1103,0.5676205409643278,1652,1.038993710691824,0.0031360250882007056,0
190,3,3,1,1,0,0.0,3,1.0,0,0.0,0.3333333333333333,1.0,3,1.0,3,0.0,3,1.0,0.3333333333333333,0
192,24,18,16,1,0,0.0,1,0.041666666666666664,0,0.0,0.20833333333333334,0.25,6,0.25,23,0.04166666666666663,18,1.0,0.041666666666666664,0
193,4,3,2,2,0,0.0,0,0.0,0,0.0,0.5,0.75,2,0.5,4,0.0,3,1.0,0.5,0
194,8,6,1,1,0,0.0,0,0.0,0,0.0,0.375,1.0,1,0.125,8,0.0,6,1.0,0.125,0
197,6,5,2,2,0,0.0,0,0.0,0,0.0,0.3333333333333333,0.8333333333333334,2,0.3333333333333333,6,0.0,5,1.0,0.3333333333333333,0
2,114340,20693,4,19,4998,0.043711736924960644,30,0.00026237537169844326,0,0.0,0.0063319923036557636,0.9426884729753368,100,0.0008745845723281442,1313,0.9885167045653315,21749,1.051031749867105,0.00016617106874234738,0
20,17199,5001,4,3,561,0.03261817547531833,28,0.001628001628001628,0,0.0,0.012849584278155708,0.8030699459270888,74,0.00430257573114716,1250,0.9273213558927844,5488,1.097380523895221,0.00017442874585731728,0
202,59,55,1,1,2,0.03389830508474576,3,0.05084745762711865,0,0.0,0.06779661016949153,1.0,15,0.2542372881355932,58,0.016949152542372836,55,1.0,0.01694915254237288,0
203,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
206,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
207,6,6,1,2,0,0.0,0,0.0,0,0.0,0.16666666666666666,1.0,4,0.6666666666666666,6,0.0,6,1.0,0.3333333333333333,0
208,14,14,2,1,1,0.07142857142857142,1,0.07142857142857142,0,0.0,0.07142857142857142,0.7857142857142857,5,0.35714285714285715,14,0.0,14,1.0,0.07142857142857142,0
21,20321,9921,3,3,1139,0.05605039122090448,3,0.00014763052999360268,0,0.0,0.005314699079769696,0.846168987746666,74,0.0036415530731755325,1313,0.9353870380394665,10742,1.0827537546618284,0.00014763052999360268,0
210,2,2,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,1,0.5,2,0.0,2,1.0,0.5,0
215,141,6,1,1,43,0.3049645390070922,0,0.0,0,0.0,0.22695035460992907,1.0,1,0.0070921985815602835,139,0.014184397163120588,6,1.0,0.0070921985815602835,0
216,4,3,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,3,0.75,4,0.0,3,1.0,0.25,0
218,2,2,1,1,1,0.5,0,0.0,0,0.0,0.5,1.0,1,0.5,2,0.0,2,1.0,0.5,1
22,1393,1233,3,3,62,0.04450825556353195,1,0.0007178750897343862,0,0.0,0.005025125628140704,0.994256999282125,51,0.0366116295764537,853,0.3876525484565686,1234,1.0008110300081103,0.0021536252692031586,0
220,2,2,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,1,0.5,1,0.5,2,1.0,0.5,0
222,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
223,1,1,1,1,0,0.0,1,1.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
226,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
229,2,2,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,1,0.5,2,0.0,2,1.0,0.5,0
23,10099,6483,2,5,539,0.05337162095256956,0,0.0,0,0.0,0.0053470640657490845,0.996831369442519,67,0.006634320229725715,1312,0.8700861471432815,6501,1.002776492364646,0.0004950985246063966,0
230,3,2,2,2,0,0.0,1,0.3333333333333333,0,0.0,0.6666666666666666,0.6666666666666666,1,0.3333333333333333,3,0.0,2,1.0,0.6666666666666666,0
231,130,2,1,1,0,0.0,0,0.0,0,0.0,0.7384615384615385,1.0,1,0.007692307692307693,86,0.3384615384615385,2,1.0,0.007692307692307693,0
232,32,2,1,1,31,0.96875,0,0.0,0,0.0,0.96875,1.0,1,0.03125,32,0.0,2,1.0,0.03125,1
233,86,82,2,1,5,0.05813953488372093,0,0.0,0,0.0,0.023255813953488372,0.9651162790697675,3,0.03488372093023256,82,0.046511627906976716,82,1.0,0.011627906976744186,0
236,3,3,1,2,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0.3333333333333333,1.0,3,1.0,3,0.0,3,1.0,0.6666666666666666,0
239,3,3,1,1,0,0.0,0,0.0,0,0.0,0.3333333333333333,1.0,1,0.3333333333333333,3,0.0,3,1.0,0.3333333333333333,0
24,16022,4209,4,2,517,0.032268131319435775,6,0.00037448508301086004,0,0.0,0.013855948071401822,0.7889152415428785,71,0.004431406815628511,1157,0.9277867931594058,4648,1.1043003088619625,0.00012482836100362001,0
240,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
244,3,3,1,1,0,0.0,0,0.0,0,0.0,0.3333333333333333,1.0,3,1.0,3,0.0,3,1.0,0.3333333333333333,0
25,16643,4059,2,1,935,0.056179775280898875,2,0.00012017064231208316,0,0.0,0.005047166977107493,0.9738027999759659,45,0.002703839452021871,1306,0.9215285705702096,4156,1.0238975117023899,6.008532115604158e-05,0
250,14,14,9,1,0,0.0,1,0.07142857142857142,0,0.0,0.07142857142857142,0.42857142857142855,7,0.5,14,0.0,14,1.0,0.07142857142857142,0
251,4,3,1,1,0,0.0,1,0.25,0,0.0,0.5,1.0,2,0.5,4,0.0,3,1.0,0.25,0
257,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
258,4,3,1,1,2,0.5,0,0.0,0,0.0,0.5,1.0,1,0.25,3,0.25,3,1.0,0.25,1
26,8337,5654,2,2,419,0.05025788652992683,6,0.0007196833393306944,0,0.0,0.004677941705649514,0.9971212666426772,64,0.007676622286194075,1309,0.8429890848026869,5667,1.0022992571630704,0.00023989444644356483,0
261,3,3,1,1,0,0.0,2,0.6666666666666666,0,0.0,0.3333333333333333,1.0,1,0.3333333333333333,3,0.0,3,1.0,0.3333333333333333,0
265,244,207,76,1,9,0.036885245901639344,10,0.040983606557377046,0,0.0,0.01639344262295082,0.46311475409836067,8,0.03278688524590164,214,0.12295081967213117,209,1.0096618357487923,0.004098360655737705,0
266,32,2,1,1,31,0.96875,0,0.0,0,0.0,0.96875,1.0,1,0.03125,32,0.0,2,1.0,0.03125,1
267,5,5,1,1,1,0.2,0,0.0,0,0.0,0.2,1.0,1,0.2,5,0.0,5,1.0,0.2,0
268,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
27,5147,3862,2,3,291,0.0565377890033029,2,0.0003885758694385079,0,0.0,0.006217213911016126,0.9970856809792112,59,0.011462988148435983,1287,0.7499514280163202,3867,1.001294665976178,0.0005828638041577618,0
278,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
279,2,1,1,1,0,0.0,1,0.5,0,0.0,1.0,1.0,1,0.5,2,0.0,1,1.0,0.5,0
28,5128,3942,2,2,267,0.052067082683307335,1,0.0001950078003120125,0,0.0,0.004875195007800312,0.9964898595943837,61,0.01189547581903276,1287,0.74902496099844,3951,1.0022831050228311,0.000390015600624025,0
283,3,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,0.3333333333333333,3,0.0,1,1.0,0.3333333333333333,0
284,2,2,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,1,0.5,2,0.0,2,1.0,0.5,0
286,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
29,1213,900,2,15,76,0.06265457543281121,149,0.12283594394064304,0,0.0,0.00741962077493817,0.9373454245671888,53,0.043693322341302555,770,0.36521022258862323,920,1.0222222222222221,0.01236603462489695,0
292,2,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,0.5,2,0.0,1,1.0,0.5,0
294,3,3,1,1,0,0.0,0,0.0,0,0.0,0.3333333333333333,1.0,1,0.3333333333333333,3,0.0,3,1.0,0.3333333333333333,0
299,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
3,136810,25013,4,34,9068,0.06628170455376069,61,0.0004458738396316059,0,0.0,0.010452452306117974,0.9554345442584606,94,0.0006870842774650976,1671,0.9877859805569769,26640,1.065046175988486,0.0002485198450405672,0
302,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
303,43,40,1,1,4,0.09302325581395349,0,0.0,0,0.0,0.046511627906976744,1.0,1,0.023255813953488372,42,0.023255813953488413,40,1.0,0.023255813953488372,0
305,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
315,25,25,1,1,0,0.0,0,0.0,0,0.0,0.04,1.0,8,0.32,25,0.0,25,1.0,0.04,0
32,1669,1061,3,2,0,0.0,6,0.0035949670461354103,0,0.0,0.01078490113840623,0.9862192929898143,60,0.035949670461354104,838,0.4979029358897543,1061,1.0,0.0011983223487118035,0
322,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
326,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
33,185,164,2,1,8,0.043243243243243246,0,0.0,0,0.0,0.021621621621621623,0.972972972972973,5,0.02702702702702703,173,0.06486486486486487,166,1.0121951219512195,0.005405405405405406,0
34,19,18,1,1,0,0.0,12,0.631578947368421,0,0.0,0.10526315789473684,1.0,7,0.3684210526315789,19,0.0,18,1.0,0.05263157894736842,0
347,31,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,0.03225806451612903,31,0.0,1,1.0,0.03225806451612903,0
35,396,385,1,2,0,0.0,281,0.7095959595959596,0,0.0,0.007575757575757576,1.0,45,0.11363636363636363,347,0.1237373737373737,385,1.0,0.005050505050505051,0
36,536,476,1,5,9,0.016791044776119403,15,0.027985074626865673,0,0.0,0.007462686567164179,1.0,31,0.05783582089552239,435,0.18843283582089554,476,1.0,0.009328358208955223,0
361,1,1,1,1,0,0.0,1,1.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
363,4,4,1,1,1,0.25,0,0.0,0,0.0,0.25,1.0,1,0.25,4,0.0,4,1.0,0.25,0
37,21,17,1,3,0,0.0,7,0.3333333333333333,0,0.0,0.19047619047619047,1.0,10,0.47619047619047616,21,0.0,17,1.0,0.14285714285714285,0
372,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
38,197,171,2,1,16,0.08121827411167512,0,0.0,0,0.0,0.015228426395939087,0.9593908629441624,9,0.04568527918781726,181,0.08121827411167515,172,1.0058479532163742,0.005076142131979695,0
381,33,30,12,1,1,0.030303030303030304,0,0.0,0,0.0,0.09090909090909091,0.6060606060606061,7,0.21212121212121213,31,0.06060606060606055,30,1.0,0.030303030303030304,0
39,79,69,1,2,1,0.012658227848101266,8,0.10126582278481013,0,0.0,0.0379746835443038,1.0,21,0.26582278481012656,75,0.05063291139240511,69,1.0,0.02531645569620253,0
4,74,25,3,1,42,0.5675675675675675,0,0.0,0,0.0,0.5675675675675675,0.9324324324324325,24,0.32432432432432434,71,0.04054054054054057,26,1.04,0.013513513513513514,1
40,4,4,1,1,1,0.25,0,0.0,0,0.0,0.25,1.0,1,0.25,4,0.0,4,1.0,0.25,0
407,5,3,2,1,5,1.0,0,0.0,0,0.0,0.4,0.8,2,0.4,5,0.0,4,1.3333333333333333,0.2,1
42,5,5,1,1,0,0.0,0,0.0,0,0.0,0.2,1.0,1,0.2,5,0.0,5,1.0,0.2,0
425,4,4,1,1,2,0.5,0,0.0,0,0.0,0.25,1.0,1,0.25,4,0.0,4,1.0,0.25,1
45,339,302,3,6,25,0.07374631268436578,14,0.04129793510324484,0,0.0,0.014749262536873156,0.7699115044247787,32,0.0943952802359882,301,0.11209439528023601,308,1.0198675496688743,0.017699115044247787,0
46,96,10,5,2,1,0.010416666666666666,0,0.0,0,0.0,0.59375,0.9583333333333334,6,0.0625,94,0.02083333333333337,10,1.0,0.020833333333333332,0
469,2,2,1,1,1,0.5,0,0.0,0,0.0,0.5,1.0,1,0.5,2,0.0,2,1.0,0.5,1
47,2,2,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,2,1.0,2,0.0,2,1.0,0.5,0
48,9,8,1,2,0,0.0,4,0.4444444444444444,0,0.0,0.2222222222222222,1.0,6,0.6666666666666666,9,0.0,8,1.0,0.2222222222222222,0
481,17,17,1,1,0,0.0,1,0.058823529411764705,0,0.0,0.058823529411764705,1.0,10,0.5882352941176471,17,0.0,17,1.0,0.058823529411764705,0
49,35,35,12,1,1,0.02857142857142857,0,0.0,0,0.0,0.02857142857142857,0.6285714285714286,8,0.22857142857142856,34,0.02857142857142858,35,1.0,0.02857142857142857,0
5,1010,904,2,5,63,0.062376237623762376,11,0.01089108910891089,0,0.0,0.006930693069306931,0.999009900990099,46,0.04554455445544554,687,0.31980198019801975,904,1.0,0.0049504950495049506,0
50,25,11,8,1,0,0.0,11,0.44,0,0.0,0.52,0.52,5,0.2,20,0.19999999999999996,11,1.0,0.04,0
502,2,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,0.5,2,0.0,1,1.0,0.5,0
51,12,10,3,1,0,0.0,8,0.6666666666666666,0,0.0,0.25,0.6666666666666666,4,0.3333333333333333,10,0.16666666666666663,10,1.0,0.08333333333333333,0
52,48,37,1,1,0,0.0,1,0.020833333333333332,0,0.0,0.0625,1.0,19,0.3958333333333333,46,0.04166666666666663,37,1.0,0.020833333333333332,0
53,2,2,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,1,0.5,2,0.0,2,1.0,0.5,0
536,168,161,1,1,0,0.0,0,0.0,0,0.0,0.017857142857142856,1.0,15,0.08928571428571429,141,0.1607142857142857,161,1.0,0.005952380952380952,0
538,26,21,1,1,0,0.0,0,0.0,0,0.0,0.15384615384615385,1.0,1,0.038461538461538464,26,0.0,21,1.0,0.038461538461538464,0
54,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
541,2,2,2,1,0,0.0,0,0.0,0,0.0,0.5,0.5,2,1.0,2,0.0,2,1.0,0.5,0
549,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
55,8,8,1,2,2,0.25,1,0.125,0,0.0,0.125,1.0,4,0.5,8,0.0,8,1.0,0.25,0
551,2,2,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,1,0.5,2,0.0,2,1.0,0.5,0
556,2,2,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,1,0.5,2,0.0,2,1.0,0.5,0
56,15,9,1,1,5,0.3333333333333333,0,0.0,0,0.0,0.3333333333333333,1.0,7,0.4666666666666667,15,0.0,9,1.0,0.06666666666666667,0
561,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
563,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
57,58,50,1,1,2,0.034482758620689655,0,0.0,0,0.0,0.06896551724137931,1.0,1,0.017241379310344827,56,0.03448275862068961,50,1.0,0.017241379310344827,0
58,162,35,2,2,5,0.030864197530864196,0,0.0,0,0.0,0.19135802469135801,0.8333333333333334,13,0.08024691358024691,157,0.030864197530864224,35,1.0,0.012345679012345678,0
59,5,4,1,1,0,0.0,0,0.0,0,0.0,0.4,1.0,1,0.2,5,0.0,4,1.0,0.2,0
6,20373,9434,3,3,1080,0.05301133853629804,2,9.816914543758896e-05,0,0.0,0.00525204928091101,0.9718745398321308,55,0.0026996514995336965,1316,0.9354047023020664,9697,1.027877888488446,0.00014725371815638345,0
