click_id,campaign_id,publisher_id,is_fraud,batch_fraud_probability,ip_clicks_1m,ip_clicks_5m,ip_clicks_1h,device_clicks_1m,device_clicks_5m,device_clicks_1h,ip_fingerprint_entropy_5m,ip_inter_click_gap_seconds,click_to_install_delta_seconds,campaign_conversion_rate,publisher_conversion_rate
407ed0c3af6b73b0b333b8db981320d2,379,379,0,0.5309820175170898,1.0,1.0,2.0,14.0,98.0,317.0,0.0,664.0,0.0,0.000658906215681968,0.000658906215681968
941054762b634acf9446796419474b28,379,379,0,0.5309820175170898,1.0,1.0,2.0,16.0,94.0,328.0,0.0,742.0,0.0,0.000658906215681968,0.000658906215681968
2232454d30f6dbe7de2e8099de2a4172,379,379,0,0.5309820175170898,1.0,1.0,2.0,17.0,86.0,357.0,0.0,786.0,0.0,0.000658906215681968,0.000658906215681968
16bfb0d7b585f1c8e3a289e178472836,379,379,0,0.5089790225028992,1.0,1.0,2.0,18.0,82.0,369.0,0.0,502.0,0.0,0.000658906215681968,0.000658906215681968
fea3d289e3a6776863abc6673a2cdfed,379,379,0,0.5309820175170898,1.0,1.0,2.0,21.0,82.0,376.0,0.0,547.0,0.0,0.000658906215681968,0.000658906215681968
02dad6aba3572258d7cf4093c5e94bd4,379,379,0,0.5089790225028992,1.0,1.0,2.0,22.0,83.0,377.0,0.0,416.0,0.0,0.000658906215681968,0.000658906215681968
6bfe288ae6fd4fcf857816126e4820c3,379,379,0,0.5089790225028992,1.0,1.0,2.0,26.0,91.0,387.0,0.0,437.0,0.0,0.000658906215681968,0.000658906215681968
7e1267e2043abc6adaad538c4ec439e3,379,379,0,0.5309820175170898,1.0,1.0,2.0,25.0,92.0,389.0,0.0,578.0,0.0,0.000658906215681968,0.000658906215681968
7e8551a7f7fd227b9cc9b459187b1975,379,379,0,0.5309820175170898,1.0,1.0,2.0,24.0,95.0,399.0,0.0,786.0,0.0,0.000658906215681968,0.000658906215681968
183ab9efb17169a150f4d328ce6822c6,379,379,0,0.5309820175170898,1.0,1.0,2.0,19.0,95.0,403.0,0.0,835.0,0.0,0.000658906215681968,0.000658906215681968
7ccf0bcae6be721aef396c8be17c1301,379,379,0,0.5309820175170898,1.0,1.0,2.0,20.0,95.0,404.0,0.0,744.0,0.0,0.000658906215681968,0.000658906215681968
3267f560e3a24d826fbd86db34c3d0da,379,379,0,0.5309820175170898,1.0,1.0,2.0,23.0,96.0,410.0,0.0,2326.0,0.0,0.000658906215681968,0.000658906215681968
44d3315463fe528cb56ae43939f5f666,379,379,0,0.5309820175170898,1.0,1.0,2.0,24.0,97.0,411.0,0.0,1018.0,0.0,0.000658906215681968,0.000658906215681968
3ef216f577832fbd7f00d7948089b92e,379,379,0,0.6290850043296814,2.0,3.0,4.0,27.0,101.0,419.0,0.9182958340544896,1.0,0.0,0.000658906215681968,0.000658906215681968
da6a57033c7fdc9ef2de0022887ebdfc,459,459,0,0.5007010102272034,1.0,1.0,1.0,22.0,101.0,434.0,0.0,4505.0,0.0,0.00023208587177255585,0.00023208587177255585
e8936bd292417c101db94cc5c62b9f07,153,153,1,0.7959089875221252,1.0,1.0,2.0,31.0,108.0,444.0,0.0,517.0,0.0,0.00016927156801895842,0.00016927156801895842
dc0ef0577e55f80d10e27818c92a9e8f,401,401,0,0.6464380025863647,1.0,1.0,2.0,46.0,123.0,459.0,0.0,608.0,0.0,0.00023507287259050304,0.00023507287259050304
db9f5a5880689b21e4ab1a1c48e10817,245,245,1,0.8794289827346802,2.0,2.0,2.0,56.0,133.0,469.0,1.0,0.0,0.0,8.252640845070422e-05,8.252640845070422e-05
834b2524b2b85484d053fb8ad06e38da,452,452,1,0.652754008769989,3.0,3.0,3.0,59.0,136.0,472.0,0.9182958340544896,0.0,0.0,0.0006252931061435048,0.0006252931061435048
0d0db3dca003876e254a64f5389a7f48,107,107,1,0.8168429732322693,2.0,2.0,2.0,66.0,143.0,479.0,1.0,0.0,0.0,0.00040183235554126816,0.00040183235554126816
d90e5e8deb0711be4048c40ce7559aaf,459,459,1,0.871275007724762,4.0,4.0,4.0,72.0,149.0,485.0,1.0,0.0,0.0,0.00023208587177255585,0.00023208587177255585
807df3b59a53a9e942187251de15bbf0,349,349,1,0.5181999802589417,1.0,1.0,1.0,112.0,189.0,525.0,0.0,0.0,0.0,0.00033852403520649965,0.00033852403520649965
8d366a6a6e39da290e0983e0164b7c58,469,469,1,0.903003990650177,3.0,3.0,3.0,122.0,199.0,535.0,1.584962500721156,0.0,0.0,0.0005417851821752675,0.0005417851821752675
2167df8924a8284ebeacb322514a05f9,477,477,0,0.5177459716796875,1.0,1.0,2.0,128.0,205.0,541.0,0.0,806.0,0.0,8.896797153024912e-05,8.896797153024912e-05
1a6da577406cd79bc55da3019c2f8db6,480,480,0,0.5041379928588867,1.0,1.0,1.0,135.0,212.0,548.0,0.0,0.0,0.0,0.0002820476660555634,0.0002820476660555634
20f860d148f5606add3f177fd100498e,19,19,0,0.5041379928588867,1.0,1.0,1.0,140.0,217.0,553.0,0.0,0.0,0.0,0.00026014568158168577,0.00026014568158168577
acf08af04da86df6b433718072339e55,442,442,0,0.6750620007514954,3.0,3.0,3.0,146.0,223.0,559.0,0.9182958340544896,0.0,0.0,0.0005639097744360903,0.0005639097744360903
24934a950cec015cf8e9008d1c9bdd03,205,205,0,0.8211789727210999,2.0,2.0,2.0,176.0,253.0,589.0,1.0,0.0,0.0,0.00022326412145568208,0.00022326412145568208
c6249dc51bcb3d54e1550d4c7eebfda0,412,412,0,0.7687140107154846,4.0,4.0,4.0,186.0,263.0,599.0,1.0,0.0,0.0,0.0,0.0
49f66ddd9390d458546876aef2b7a190,237,237,1,0.8616920113563538,2.0,2.0,2.0,239.0,316.0,652.0,1.0,0.0,0.0,0.000335795836131632,0.000335795836131632
ec657928e2fde26b06778e244ad37adf,134,134,1,0.7053139805793762,5.0,5.0,5.0,251.0,328.0,664.0,0.9709505944546686,0.0,0.0,0.0005988472191032262,0.0005988472191032262
0cbeee9c7b891765829174850a761786,379,379,1,0.801127016544342,2.0,2.0,2.0,265.0,342.0,678.0,1.0,0.0,0.0,0.000658906215681968,0.000658906215681968
66294ba7a84160b85606315a35b46c37,477,477,1,0.8500880002975464,4.0,4.0,4.0,276.0,353.0,689.0,1.5,0.0,0.0,8.896797153024912e-05,8.896797153024912e-05
55fa7b59fca31bc9e6e34bfb45231d8b,477,477,1,0.8724910020828247,2.0,2.0,2.0,317.0,394.0,730.0,1.0,1.0,0.0,8.896797153024912e-05,8.896797153024912e-05
8c018472d435051b16080ad134743e25,178,178,1,0.7703199982643127,3.0,3.0,3.0,350.0,427.0,763.0,0.9182958340544896,1.0,0.0,0.00017129153819801302,0.00017129153819801302
1f56a05003393042424ef967201d64bd,280,280,1,0.8152639865875244,2.0,2.0,2.0,361.0,438.0,774.0,1.0,1.0,0.0,0.00038855430046348975,0.00038855430046348975
cc918e6449f248ce6e7aa5f12659dab9,122,122,1,0.7075300216674805,2.0,2.0,2.0,406.0,483.0,819.0,1.0,1.0,0.0,0.00039725891349687157,0.00039725891349687157
86995f22ff8b82d5c76c75ca84ac3f69,469,469,1,0.5146830081939697,1.0,1.0,3.0,419.0,496.0,832.0,0.0,618.0,0.0,0.0005417851821752675,0.0005417851821752675
9033d54803dde122005026c19c34e755,173,173,1,0.7212929725646973,5.0,5.0,5.0,426.0,503.0,839.0,1.3709505944546687,1.0,0.0,0.0010408534998698933,0.0010408534998698933
380e59cde26297dad54e4c1138674b8b,121,121,0,0.782135009765625,2.0,2.0,2.0,447.0,524.0,860.0,1.0,1.0,0.0,0.00025009378516943853,0.00025009378516943853
b36e1c90f4167ab67abc26e83fff2d4f,459,459,1,0.777990996837616,3.0,3.0,3.0,483.0,560.0,896.0,1.584962500721156,1.0,0.0,0.00023208587177255585,0.00023208587177255585
7dd7ade27c7171987ccb71196bfb1438,105,105,1,0.5142890214920044,2.0,2.0,2.0,14.0,14.0,14.0,1.0,7.0,0.0,0.0003615655789568833,0.0003615655789568833
93b981c19835d5adf58cce022638b896,244,244,1,0.6694779992103577,3.0,3.0,3.0,557.0,634.0,970.0,1.584962500721156,0.0,0.0,0.0030136986301369864,0.0030136986301369864
de8d3d01e3188062b1a833edcc192bbf,153,153,0,0.7535030245780945,2.0,2.0,2.0,559.0,636.0,972.0,1.0,1.0,0.0,0.00016927156801895842,0.00016927156801895842
6670301b3e01c33aea5a22355f55bbdf,477,477,0,0.784870982170105,2.0,2.0,2.0,578.0,655.0,991.0,1.0,0.0,0.0,8.896797153024912e-05,8.896797153024912e-05
eb051bfcec911b806524feabcb64019d,245,245,0,0.8794289827346802,2.0,2.0,2.0,19.0,19.0,19.0,1.0,0.0,0.0,8.252640845070422e-05,8.252640845070422e-05
b665acc780aecec163d6514711200566,107,107,1,0.7375869750976562,6.0,6.0,6.0,598.0,675.0,1011.0,1.792481250360578,0.0,0.0,0.00040183235554126816,0.00040183235554126816
fa83b25f8ce3bae58f5752fa773621b9,469,469,1,0.6409170031547546,6.0,6.0,6.0,622.0,699.0,1035.0,1.0,1.0,0.0,0.0005417851821752675,0.0005417851821752675
a86ad647b9ce3c1d1c614bda86140d43,215,215,1,0.7437779903411865,3.0,3.0,3.0,629.0,706.0,1042.0,1.584962500721156,0.0,0.0,0.0006695307705183284,0.0006695307705183284
7c64343b18e986f8b7389b6b296fcf19,135,135,0,0.6746559739112854,3.0,3.0,4.0,637.0,714.0,1050.0,0.9182958340544896,0.0,0.0,0.00014840097944646434,0.00014840097944646434
b120d83b5001343dd16f3213af4fa2c6,107,107,1,0.6923440098762512,2.0,2.0,2.0,638.0,715.0,1051.0,1.0,1.0,0.0,0.00040183235554126816,0.00040183235554126816
445e6d518f710bb2ea246d0aca4c74e9,245,245,1,0.8052340149879456,3.0,3.0,3.0,646.0,723.0,1059.0,1.584962500721156,0.0,0.0,8.252640845070422e-05,8.252640845070422e-05
911f1f41f06b94e448fdbc9b5fe9a743,435,435,0,0.7657399773597717,2.0,2.0,2.0,654.0,731.0,1067.0,1.0,1.0,0.0,0.00016578249336870026,0.00016578249336870026
26dde86c80850974ffe29dcd68eb0bec,245,245,0,0.5011799931526184,4.0,4.0,4.0,671.0,748.0,1084.0,0.8112781244591328,0.0,0.0,8.252640845070422e-05,8.252640845070422e-05
07ec0ef392dc53acd7792580120c5b95,480,480,0,0.742883026599884,4.0,4.0,5.0,677.0,754.0,1090.0,1.5,0.0,0.0,0.0002820476660555634,0.0002820476660555634
ba412148938ae4b5b6eed4a370e6f19d,347,347,1,0.8214010000228882,2.0,2.0,2.0,6.0,6.0,6.0,1.0,1.0,0.0,0.01688048615800135,0.01688048615800135
f43b98e5d3c531a41156885a54e7e9f0,245,245,1,0.7759400010108948,4.0,4.0,4.0,706.0,783.0,1119.0,1.5,0.0,0.0,8.252640845070422e-05,8.252640845070422e-05
c75a375dc5449ab4834d18bf5880e934,153,153,1,0.7824479937553406,7.0,7.0,7.0,726.0,803.0,1139.0,2.128085278891394,0.0,0.0,0.00016927156801895842,0.00016927156801895842
293862730772ecf43ab48985a67d07f8,328,328,0,0.6392639875411987,3.0,3.0,3.0,727.0,804.0,1140.0,0.9182958340544896,0.0,0.0,0.00014388489208633093,0.00014388489208633093
ca5d22a5dfc5d179c3a72af8f02f490b,140,140,1,0.5222319960594177,7.0,7.0,7.0,728.0,805.0,1141.0,0.9852281360342515,0.0,0.0,0.0003636741479634248,0.0003636741479634248
b129bf04981c150be83d2117b16ddffb,245,245,1,0.8079289793968201,4.0,4.0,4.0,733.0,810.0,1146.0,2.0,0.0,0.0,8.252640845070422e-05,8.252640845070422e-05
5e5411a4d6f8dc3bdfc707357ffb0830,326,326,1,0.7823560237884521,8.0,8.0,8.0,754.0,831.0,1167.0,2.1556390622295662,0.0,0.0,0.0,0.0
2cd6b3196327e57c3905799ecfb64b37,137,137,0,0.6923440098762512,2.0,2.0,2.0,761.0,838.0,1174.0,1.0,1.0,0.0,0.0005167958656330749,0.0005167958656330749
55d938ad86b28f8e44daf37fb144df15,377,377,0,0.5711159706115723,2.0,2.0,2.0,772.0,849.0,1185.0,1.0,0.0,0.0,0.0021951219512195124,0.0021951219512195124
5b2fbc616204c99aa7b24de006b02615,349,349,1,0.726531982421875,9.0,9.0,9.0,788.0,865.0,1201.0,2.0588138903312014,0.0,0.0,0.00033852403520649965,0.00033852403520649965
d86cabda8da6b744dd1778afe3329155,259,259,1,0.8897780179977417,3.0,3.0,3.0,23.0,23.0,23.0,1.584962500721156,0.0,0.0,0.0005937948438814389,0.0005937948438814389
90e7a459d1615e643573afb90cefd0b3,219,219,0,0.5368509888648987,5.0,5.0,5.0,822.0,899.0,1235.0,0.9709505944546686,1.0,0.0,0.0004601932811780948,0.0004601932811780948
7de158677c10f85005279800e3a52479,244,244,0,0.821412980556488,2.0,2.0,2.0,27.0,27.0,27.0,1.0,1.0,0.0,0.0030136986301369864,0.0030136986301369864
673947f0ed323ce3377744e53a2a521b,215,215,1,0.7548959851264954,10.0,10.0,10.0,834.0,911.0,1247.0,2.321928094887362,0.0,0.0,0.0006695307705183284,0.0006695307705183284
fb744a8adf52a321b4346eb6b502bec1,245,245,0,0.5011799931526184,4.0,4.0,4.0,855.0,932.0,1268.0,0.8112781244591328,0.0,0.0,8.252640845070422e-05,8.252640845070422e-05
16f9ae5b3dfb242dc58ed73615c6606a,153,153,0,0.809660017490387,5.0,5.0,6.0,857.0,934.0,1270.0,1.9219280948873623,0.0,0.0,0.00016927156801895842,0.00016927156801895842
ea338d221285f5fde348028ce8592a48,364,364,0,0.7013429999351501,2.0,2.0,2.0,860.0,937.0,1273.0,1.0,0.0,0.0,0.0,0.0
1bab873d9dc2b8453bfe89d88846e420,211,211,0,0.5120630264282227,5.0,5.0,5.0,862.0,939.0,1275.0,0.9709505944546686,0.0,0.0,0.00045599635202918376,0.00045599635202918376
fb0d235dc67475e03cf26492975ef1fe,234,234,1,0.8923410177230835,4.0,4.0,4.0,28.0,28.0,28.0,1.5,0.0,0.0,0.001034340091021928,0.001034340091021928
c5ce0360a5ef5c1a02b8463e0f6864ca,219,219,0,0.7002599835395813,2.0,2.0,2.0,886.0,963.0,1299.0,1.0,1.0,0.0,0.0004601932811780948,0.0004601932811780948
3f1e2a131f96c77e2f11715b5904b527,211,211,1,0.7703999876976013,3.0,3.0,3.0,888.0,965.0,1301.0,1.584962500721156,0.0,0.0,0.00045599635202918376,0.00045599635202918376
c989a2a1c68c89838919e463139655a2,134,134,1,0.767300009727478,11.0,11.0,11.0,946.0,1025.0,1361.0,2.3685225277282065,1.0,0.0,0.0005988472191032262,0.0005988472191032262
bad2b5c48590d1b61bf8b28b43a0983d,469,469,0,0.7408980131149292,6.0,6.0,7.0,948.0,1027.0,1363.0,1.792481250360578,1.0,0.0,0.0005417851821752675,0.0005417851821752675
2f595102f5b17a3c2a66f0e7a12747a9,343,343,1,0.6813809871673584,4.0,4.0,4.0,954.0,1033.0,1369.0,1.5,1.0,0.0,0.04790419161676647,0.04790419161676647
99539c30905ac487e1f845241c284829,125,125,1,0.8283330202102661,5.0,5.0,5.0,955.0,1034.0,1370.0,1.9219280948873623,1.0,0.0,8.906305664410402e-05,8.906305664410402e-05
7172ab4949016cfb8ba388865b33b0bb,452,452,1,0.7461529970169067,5.0,5.0,5.0,959.0,1038.0,1374.0,1.5219280948873621,1.0,0.0,0.0006252931061435048,0.0006252931061435048
e3f957bdf16b94ce320f2014ef7d8a1e,265,265,0,0.7685999870300293,2.0,2.0,3.0,962.0,1041.0,1377.0,1.0,1.0,0.0,0.00011259993244004054,0.00011259993244004054
361d3784c95867b56bcc2bea2e317c3d,205,205,0,0.7701699733734131,3.0,3.0,3.0,972.0,1051.0,1387.0,1.584962500721156,1.0,0.0,0.00022326412145568208,0.00022326412145568208
a44d43a4474e603bd0bf4581db14f2e7,234,234,0,0.6476569771766663,6.0,6.0,6.0,981.0,1060.0,1396.0,1.4591479170272448,1.0,0.0,0.001034340091021928,0.001034340091021928
210a342afb4b5632dd989466becb0ae1,178,178,0,0.75627201795578,2.0,2.0,2.0,985.0,1064.0,1400.0,1.0,1.0,0.0,0.00017129153819801302,0.00017129153819801302
c15b844b96f3f29d311e1ce35b0df30c,409,409,1,0.51248699426651,9.0,9.0,9.0,1029.0,1108.0,1444.0,1.3516441151533924,0.0,0.0,0.0007238508867173362,0.0007238508867173362
b5b66de759a745f66cdab0f86875a804,412,412,0,0.5561450123786926,2.0,2.0,2.0,1036.0,1115.0,1451.0,1.0,2.0,0.0,0.0,0.0
